condition,sample_id,true_label,conv_early_2_norm,conv_mid_2_norm,conv_final_2_norm,penult_norm,penult_n_active,is_zero_vector,p_nhs,p_hs,pred_label,has_nan,has_inf,unit_0,unit_1,unit_2,unit_3,unit_4,unit_5,unit_6,unit_7,unit_8,unit_9,unit_10,unit_11,unit_12,unit_13,unit_14,unit_15
baseline_noweight,HSCAD50,HS,206.17279052734375,619.4564208984375,447.6423034667969,107.79779815673828,2,False,0.0021553258411586285,0.9978446741588414,0,False,False,107.7843246459961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7041574716567993,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD51,HS,222.89588928222656,636.7759399414062,442.4541320800781,95.52379608154297,1,False,0.0024128658697009087,0.9975871341302991,0,False,False,95.52379608154297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD510,HS,203.51617431640625,609.154052734375,433.0982360839844,106.33151245117188,1,False,0.0012227824190631509,0.9987772175809368,0,False,False,106.33151245117188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD511,HS,193.7769317626953,585.3626708984375,401.3484802246094,88.2252426147461,3,False,0.006463107652962208,0.9935368923470378,0,False,False,88.22136688232422,0.0,0.8010356426239014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20644919574260712,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD512,HS,189.94479370117188,582.2056274414062,401.1754455566406,96.01968383789062,1,False,0.0023388261906802654,0.9976611738093197,0,False,False,96.01968383789062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD513,HS,192.13046264648438,590.1729736328125,407.20257568359375,89.75354766845703,1,False,0.0034669653978198767,0.9965330346021801,0,False,False,89.75354766845703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD514,HS,231.52928161621094,649.5557861328125,448.1531982421875,52.278724670410156,5,False,0.9996985793113708,0.0003014206886291504,1,False,False,50.24463653564453,0.0,11.742664337158203,0.0,8.309882164001465,0.0,0.0,1.1353936195373535,0.0,0.0,0.0,0.5550262331962585,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD515,HS,221.98138427734375,632.23388671875,436.85699462890625,109.5728988647461,1,False,0.0009971538092941046,0.9990028461907059,0,False,False,109.5728988647461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD516,HS,133.5622100830078,500.7005615234375,266.835693359375,36.17023849487305,8,False,1.0,0.0,1,False,False,15.11450481414795,0.0,19.4698543548584,2.316711664199829,8.036246299743652,0.0,0.0,2.5041921138763428,0.0,15.841307640075684,0.0,17.600858688354492,0.0,0.0,7.987866401672363,0.0
baseline_noweight,HSCAD517,HS,224.5735626220703,638.8506469726562,432.4166259765625,95.09986877441406,1,False,0.0024780132807791233,0.9975219867192209,0,False,False,95.09986877441406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD518,HS,225.21954345703125,600.9733276367188,393.13006591796875,87.65840911865234,1,False,0.0039542182348668575,0.9960457817651331,0,False,False,87.65840911865234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD519,HS,224.4886932373047,636.5601196289062,455.05078125,86.01571655273438,2,False,0.017766788601875305,0.9822332113981247,0,False,False,85.97896575927734,0.0,2.5142595767974854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD52,HS,215.98878479003906,624.425048828125,421.39312744140625,98.5908203125,1,False,0.0019897702150046825,0.9980102297849953,0,False,False,98.5908203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD520,HS,176.1278839111328,557.8871459960938,369.91363525390625,86.83759307861328,2,False,0.008893897756934166,0.9911061022430658,0,False,False,86.81522369384766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9708179235458374,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD521,HS,215.95361328125,619.09375,417.0745544433594,91.95344543457031,1,False,0.003019637195393443,0.9969803628046066,0,False,False,91.95344543457031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD522,HS,177.79356384277344,567.002197265625,376.6771545410156,85.19281005859375,2,False,0.011670130304992199,0.9883298696950078,0,False,False,85.17655944824219,0.0,1.6640523672103882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD523,HS,209.55616760253906,611.5000610351562,425.32421875,98.5495834350586,2,False,0.0037399781867861748,0.9962600218132138,0,False,False,98.5361557006836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6268658638000488,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD524,HS,162.48526000976562,534.8419189453125,329.9205627441406,86.08850860595703,2,False,0.006774224806576967,0.993225775193423,0,False,False,86.0809326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1420032978057861,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD525,HS,194.68801879882812,592.2998657226562,400.9035949707031,91.56957244873047,1,False,0.0030933250673115253,0.9969066749326885,0,False,False,91.56957244873047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD526,HS,221.40017700195312,629.5634155273438,428.4153137207031,84.29590606689453,1,False,0.004882638342678547,0.9951173616573215,0,False,False,84.29590606689453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD527,HS,208.69485473632812,602.8846435546875,413.0787048339844,105.31022644042969,1,False,0.0013039365876466036,0.9986960634123534,0,False,False,105.31022644042969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD528,HS,192.4016571044922,589.442138671875,416.1376647949219,108.12925720214844,1,False,0.0010919913183897734,0.9989080086816102,0,False,False,108.12925720214844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD529,HS,184.55543518066406,579.1824951171875,392.22052001953125,83.53758239746094,1,False,0.005120338872075081,0.9948796611279249,0,False,False,83.53758239746094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD53,HS,225.0095977783203,631.1519775390625,422.6986083984375,95.21432495117188,1,False,0.00246025319211185,0.9975397468078882,0,False,False,95.21432495117188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD530,HS,169.06170654296875,552.712158203125,371.2747497558594,95.9713363647461,1,False,0.0023459442891180515,0.997654055710882,0,False,False,95.9713363647461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD531,HS,180.06484985351562,561.8719482421875,365.6498718261719,86.71417999267578,2,False,0.007222205400466919,0.9927777945995331,0,False,False,86.70272064208984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409950613975525,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD532,HS,205.83010864257812,607.3684692382812,417.203857421875,108.00822448730469,1,False,0.0011003406252712011,0.9988996593747288,0,False,False,108.00822448730469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD533,HS,221.45155334472656,631.9027099609375,445.10333251953125,101.2170639038086,1,False,0.0016868640668690205,0.998313135933131,0,False,False,101.2170639038086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD534,HS,198.7722625732422,599.6159057617188,411.1414794921875,89.88833618164062,1,False,0.003437751205638051,0.996562248794362,0,False,False,89.88833618164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD535,HS,201.19259643554688,603.2958984375,414.3705749511719,95.56543731689453,2,False,0.004393326584249735,0.9956066734157503,0,False,False,95.55271911621094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.558906078338623,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD536,HS,167.61679077148438,551.4523315429688,362.4441223144531,81.45335388183594,3,False,0.0525193065404892,0.9474806934595108,0,False,False,81.32159423828125,0.0,0.8481585383415222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.552743434906006,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD537,HS,204.9988250732422,614.3441162109375,432.2878723144531,98.97504425048828,1,False,0.0019422761397436261,0.9980577238602564,0,False,False,98.97504425048828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD538,HS,227.23582458496094,644.524169921875,455.41748046875,109.27965545654297,1,False,0.0010157276410609484,0.998984272358939,0,False,False,109.27965545654297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD539,HS,186.41836547851562,576.9951782226562,396.02679443359375,96.8433609008789,2,False,0.00320983468554914,0.9967901653144509,0,False,False,96.83866119384766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9539303779602051,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD54,HS,210.84901428222656,610.2041625976562,422.2308044433594,86.58795928955078,2,False,0.006577879656106234,0.9934221203438938,0,False,False,86.58036804199219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.146795630455017,0.0,0.0,0.0,0.0
baseline_noweight,HSCAD540,HS,236.29505920410156,653.0750122070312,470.1312255859375,106.46395111083984,2,False,0.0012998514575883746,0.9987001485424116,0,False,False,106.46379852294922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1797339767217636,0.0,0.0,0.0,0.0
